Cotton_Type,Spindle_Speed_RPM,Draft_Ratio,Twist_per_Inch,Traveler_Weight_mg,Roller_Pressure_N,Room_Temperature_C,Humidity_RH,Yarn_Quality_Rating
Combed,18036.720768991145,33.73140117772072,23.60326698036971,153.93422419156508,261.4880310328125,33.960912999234935,61.36006949943728,45.65
Organic,14271.077886262563,46.36029531844986,23.189497582332464,100.69521305311908,202.14946051551314,29.17411003148779,59.442156209414605,51.5
Organic,11198.653673336828,36.75230342807256,24.257826150862748,132.32029320207553,203.75812434867322,32.03018958895178,62.27259204758588,42.8
Combed,13008.783098167696,35.69680988754935,12.479530315608926,160.95643339798968,200.53580464577232,25.514787512499893,60.572929284732226,55.36
Combed,19082.65885966654,34.79123781333945,13.8836333371859,148.9452760277563,297.1300908221201,27.420552715115004,68.44271094811756,53.97
Organic,17282.163486118596,37.355662654385064,20.219975797716533,163.35297107608946,207.1549368149517,25.902897700544084,71.70604991178476,53.08
Carded,13207.80064971736,33.73037020799708,12.530076840211931,159.0892943188242,235.51287236845647,25.165878289278563,65.24186116598563,45.38
Organic,11743.664290049914,43.81875476204932,17.027559501906985,193.67299887367346,127.50418882919865,28.410663510502584,57.26947042481178,47.33
Combed,19246.936182785626,47.54678706761962,15.353241160297022,165.9984046034179,263.4444400402432,30.552008115994624,65.59301156712013,55.16
Organic,18972.15757953327,48.00836114326661,20.230318944552483,133.90297910487007,169.84191492253217,32.2595567887024,72.94220519905154,38.58
Combed,18870.864242651172,45.597510917152476,20.346411400005742,108.41399649950489,132.32574281892275,33.98554188527079,67.12858119319179,49.94
Organic,16918.951976926932,43.03922519005201,14.915501022987277,171.2179221347536,147.44981749936002,28.253996981592678,69.92982810236049,51.43
Combed,16496.328990472146,46.98446820988356,20.548967599904465,156.83086033354715,118.7349535656185,28.677158030594335,60.30404735363451,63.04
Organic,16311.386259972629,45.89622607083297,18.534282210367497,157.6903884626359,198.50353876377278,26.952429877980446,69.44904230523011,57.58
Carded,12807.723624408558,30.486319328629076,20.39113984679318,117.7110679407049,288.0917168705829,34.53928577002587,73.29728780440897,28.62
Carded,19666.548190436697,49.272399541785056,23.08912292107568,129.44488920695858,177.01954572038505,33.51136671516857,61.33844010312555,31.3
Organic,11694.927466860925,41.136025249167005,24.17001206409015,169.6029796674973,214.012234017873,25.971764937707686,67.3001445339834,50.94
Combed,17407.686177542044,43.94031481990536,21.13229309183242,135.94911512197552,158.71836885289866,33.093611554785134,71.20226789358361,52.35
Organic,18670.723185801035,48.26481105112943,18.647451185192192,150.15162946871996,259.65903579335503,31.499639307777652,69.03933754515407,45.0
Carded,13379.951568515358,37.511659052798876,13.221765217931297,157.8280140996174,107.18845475934842,29.6559801813246,65.85289269415154,46.5
Organic,12865.412521282844,41.81666521138021,12.396503249207642,103.73481887492144,264.5201121319317,28.60190641411263,57.5412102530377,50.82
Organic,12158.21027496843,42.45780951638,13.109517044918984,105.16817211686077,206.27092631362962,30.406351216101065,67.74859802996413,50.15
Organic,17260.913337226615,49.517041589250695,18.71190452791554,132.2956472941246,259.0372389537407,27.708322512620743,63.77942841411272,53.81
Carded,11732.943200708458,33.12874085342172,15.25315767613974,154.92266647061206,242.91918454001248,31.601973767177313,60.598677938918854,42.19
Combed,19548.65280663194,44.75793833391537,19.20660268264821,161.1720746234352,183.92001248555798,27.477309895011576,62.11945357302523,62.45
Organic,10978.341606510015,39.83231750233665,18.155133020147353,117.32018699100152,186.7703298475946,28.985047343973733,67.31700196104433,60.95
Carded,16350.936508676437,30.90608019544089,16.869963990144125,162.58599157142365,200.62725171601755,33.56489841188322,68.1738726323789,42.29
Carded,15857.755812734633,48.80460482849915,19.481164312386426,138.8169926206522,228.65764368847064,29.582528904915165,65.91233578631869,51.9
Organic,19414.64808776525,37.722052756015486,24.495477329710887,190.53506419560637,139.15822695785928,25.693613008751655,57.01556002754853,37.22
Carded,13189.756302937612,46.897506219389086,12.302535164565736,181.44684825889357,156.37095495467997,26.181648276216563,68.93474330728301,42.54
Combed,16289.42846779884,47.549440270541055,21.555923569450513,180.34809303848488,156.4069145142613,26.774395437797228,70.01229503281716,57.16
Carded,17764.129607419967,36.816070805060356,24.09984523284634,185.8412751843012,185.7988054750037,32.508710677914976,70.09085748169365,34.32
Combed,11031.238688359326,48.05105813359133,18.568280841822144,182.64574661077415,164.00992020612233,33.95523228496201,62.784033574683264,51.33
Carded,19500.61967050805,49.012142938751126,19.454692545602718,163.18372121697993,189.68910439566395,27.932107716980646,61.57329090739832,45.13
Organic,16725.184560770384,45.047490588753604,22.290527568436033,178.96181427945538,118.24122060973806,29.944203047025816,56.15117520033289,39.64
Carded,18877.041827582998,37.01830025104157,13.521871213558876,114.29916820528359,252.30212634349445,31.18218063316261,57.022453522455805,38.56
Carded,10841.068061149974,44.0193826291824,12.945919082734516,182.18600592903562,241.24844543129925,25.813487806418998,56.69675428170384,37.84
Carded,19472.485773838587,49.720021276457416,21.793916408366243,137.62595855309158,116.70014333973376,32.77146915927437,66.1680849947161,31.05
Carded,14242.220092469763,48.12708770189472,13.445567269979968,149.26251042908592,102.27072895348381,29.686606419941263,56.126065513636746,41.14
Organic,15833.687650971597,49.24345096949084,16.87331753380815,128.57120862818607,273.7198256378921,27.235958385194525,74.26445078881223,51.27
Organic,10121.544746898164,49.397576534152776,12.56107885535749,189.11431136980713,205.54022181725998,34.929647961193005,56.475931294707976,29.01
Carded,15230.978441701489,42.58797276270525,21.044732956800026,145.45410647677733,225.5116160168127,30.843143119231,73.02316020981978,46.32
Carded,10454.46380341458,35.6192637918446,24.355349292995264,189.02637838909163,191.13135055714258,31.20132597801537,60.54762365962265,35.37
Combed,13533.522280260528,41.67312223701744,13.010550280544802,197.43948076661667,297.24214889592054,31.98161714019745,65.72192732688241,54.13
Organic,13095.276162863278,46.27590039413897,20.901505243200432,116.26169393448913,282.1854368987685,33.22537242923169,73.99599826583848,39.3
Carded,14182.430362906189,48.65456966708027,23.258830563505306,104.52186701061893,105.2733948994504,28.764633668780498,71.21106661563665,44.45
Carded,19872.761293149444,33.008337822070565,19.723699299577756,138.08908566310214,293.98287956292063,33.42118923135709,71.76657409422276,23.83
Organic,12734.070719307063,31.127509933018544,23.241390891315692,181.29010091300776,299.9435346572261,34.966368370739055,66.10863411205256,33.12
Combed,17689.874151805103,48.895314597648564,23.045416078806348,124.73481017431976,190.1088270620187,26.29159415151495,74.08102054517445,50.2
Organic,16717.006844058567,42.36256480915792,16.65611533442693,111.3557592199629,234.3146391185599,30.203077009037933,70.44636783471279,54.36
Carded,15201.635011119934,47.043630006370805,19.17478890406831,156.09379715353862,275.33072053166904,29.03482866212397,57.68030456901281,50.95
Carded,12129.641615089107,32.727429511735394,12.189080653682465,135.0587558806597,217.98353737092663,28.92244045099732,63.74949844047458,46.66
Organic,19041.586944937484,36.96510934046601,18.68186335907754,178.3653012741143,179.30855646425402,31.220867002278734,72.2472741749349,46.28
Organic,12582.443882989584,39.182715124765224,24.7404234787112,149.26180939928696,165.75032205750165,31.334008543167258,59.802912375563864,45.72
Organic,10758.633281086639,32.577594438212984,13.66459590645104,115.19026935122943,127.76543452988203,31.408747448032145,58.637601687982894,38.58
Combed,14739.616402628722,43.35115477042054,14.240158325621188,119.22890188086708,108.17372325329578,26.689350630721645,60.57180678063917,61.96
Combed,11770.104842767469,31.774050675141112,13.56826632430781,146.07787680327257,141.26674368115852,28.642698610480753,65.06834541709713,59.63
Combed,17994.10398909043,42.558007789818156,13.062867415335335,187.35786241067774,284.17448010636264,25.61077959854864,60.537552962944076,54.34
Combed,18062.012797930613,44.96519380767317,14.398773251632905,120.93493233367103,174.0944205582764,29.84522985191021,67.36509543060592,58.94
Organic,17474.709381337565,30.733664057811957,15.281680276472269,171.33495858845524,279.0413675374399,30.116774421156663,65.64226970530632,44.07
Organic,11071.720113397761,38.948247336469095,18.924024463915302,124.24705036347297,153.8486461898762,28.772841631046226,55.40142395555453,46.85
Carded,13274.973521779146,32.39524263638502,23.576854649618635,159.35924535540488,235.8204638288979,32.89171238607338,64.96884397858115,38.15
Carded,10869.202880874236,40.742130836370954,19.62893453427143,174.543947418433,186.3319092459359,26.27580302795564,60.67551811597449,49.61
Carded,15707.78304668912,37.12193451795692,24.824698234308734,160.57748193568872,147.4453583471989,26.017824726204037,58.05718278368664,39.19
Combed,12459.577283845081,33.21362746519112,14.425371312666975,128.5095168693847,134.67471905895096,33.96765424626425,56.60467491323284,40.31
Combed,19823.786169086066,32.24077804336105,17.172122787594642,196.9470433275369,273.10142517879603,33.1707207094928,60.1580565408988,48.98
Carded,11708.875873900659,43.372864398488616,24.081887858658614,155.67628930139298,214.32253789397998,27.799790936602843,70.38985866383874,42.88
Combed,14254.364386164169,40.1522075736891,15.151326521396044,111.48368247392035,222.12400848832652,27.88630553240256,66.62476442845224,70.38
Carded,11543.627152742023,39.62280203709635,18.923662623170614,105.18235368224269,167.3208556387841,26.34414676938974,56.267499409455354,43.65
Carded,16815.027222239292,45.20455719779373,19.743303627901977,147.15761885501584,182.3681828294537,28.488682665429952,73.59058288495652,49.46
Organic,18306.19407787729,49.300538213330256,13.615863905312082,173.08674752036444,287.66809136420756,26.812330661656603,56.329925347335546,40.76
Carded,18418.28776758272,32.79544753252579,22.338475054178573,120.16273200477445,132.7311885731409,26.64265797930993,71.29149440462764,41.4
Organic,16651.972206962,40.46130849538238,16.664796293605534,187.72005408131082,178.4890214845271,33.16599439471577,63.78269817140437,51.13
Combed,13013.778741641421,44.95218760352502,18.53536507120223,123.22126951468172,279.9149146549137,28.838912213732115,65.87105722227977,62.08
Combed,19064.72110964547,42.48475991827984,13.519674529208732,193.9832123613475,225.54161061428357,28.34905614657086,57.785441453267744,58.52
Organic,15334.610919763214,47.87785166101915,22.2517637459189,115.16748797327512,162.34441355910965,27.484891398144658,69.87892585145354,55.97
Carded,10335.324347357793,41.39779369742633,21.911962914628976,187.67656367617496,168.4163497431815,33.21257304672013,57.212634739104146,34.62
Organic,11499.174273487737,34.58502790465283,21.389283389109863,172.00365365460743,228.22952657705946,31.939484444671002,65.85448886695193,45.36
Combed,12517.990589069528,36.91391987007839,14.360770318418535,190.84505613336285,216.6783589532241,29.0085141676364,64.24011607288266,66.03
Carded,16114.542354346479,30.36220367641681,23.33761081627397,193.21182824836126,213.02663671784177,31.966508238768924,73.44998762354592,41.49
Organic,17072.386343133985,33.05078085828523,19.49174868216857,160.6715046382856,184.8261342604772,32.36444235624723,73.6873402953803,43.97
Organic,11132.380458407553,49.69682397924669,22.905675123797145,112.46626812032669,284.1683765234745,33.698963620621285,65.37676114252145,37.18
Organic,15912.754357449292,37.980054077402606,12.711901304686407,133.5197241645901,260.5706897196023,25.046320230046028,61.669983433822885,50.92
Carded,19198.556164127607,36.92691988731922,16.51039162465096,173.75012481097485,190.44358817796143,27.24604822939982,64.04879032265387,45.89
Combed,11408.570203797999,33.527739730124466,18.478781045613236,141.8925449504548,282.96918021362,28.62393899116633,66.61176700556086,60.29
Organic,19610.70317469455,32.97325455506226,17.39011360845131,108.53496680786438,299.37485036918946,30.021950103312427,66.90770034640087,47.03
Organic,10670.764773884275,44.99920940798356,14.728772710242616,189.80542894407137,141.02792809640144,26.906877206636665,55.730993356961896,47.51
Carded,10657.086394283524,45.51055233390021,17.89275485172436,152.439026932758,188.15254938764565,29.00763060875326,66.19280662616436,47.65
Carded,11552.402459307124,33.63856260990542,23.203213073175725,194.61154621336328,174.6618632559506,27.70744673143554,67.87999086478031,43.8
Combed,11561.525973661905,44.31944457694795,20.56601124483197,102.70959925034835,144.3944323865899,27.310747965880715,68.43785487197457,60.84
Combed,10197.105377543641,32.082171639691474,22.39890910985146,117.85446620543337,230.54922157037495,27.381827810467264,56.988827855186905,53.61
Combed,18556.96468106286,46.604397291339836,17.16338588503991,166.80851365706462,140.9968590831642,27.931477302610134,72.9267163704224,57.27
Combed,10130.01923510736,31.71017061708936,14.702521316898356,102.65322038738198,136.28708701795946,30.83041560969692,63.42849101184996,49.57
Carded,13796.924081672669,41.80589885029615,15.484827330697392,162.4148907849134,181.8823304382481,30.5204718085198,63.722530582706334,50.07
Carded,12944.657595419176,48.96906613924313,21.92687532407689,114.01131757664525,273.69359517958253,29.874311982495136,72.89104453788183,37.27
Organic,10224.693083201175,35.37354718769892,19.04124479059127,163.34782198261473,151.57753708664046,26.39356074072824,71.69860473598598,48.59
Combed,19844.02180703552,40.51380364605372,14.231830716027945,127.2307326519369,103.67813530949334,34.14298806560499,57.35502165780282,39.06
Carded,15541.780025157934,43.02840776703729,22.786643448193622,120.64212717606031,102.1991657316961,26.368856300688073,73.0003728369621,43.21
Carded,18738.900775625152,41.94826204340617,19.806719185637494,166.50366745462554,135.07425572468992,34.144119459249595,63.375410497841465,38.31
Organic,10469.659667750551,33.32566737512159,21.594437013542816,108.27986679251265,220.63042189327763,27.45349109681321,62.78591228083953,44.65
Organic,12886.937367707,37.11345432929898,21.347596767395192,129.7121715623175,213.28092805937945,29.760504021990997,68.27342330725295,53.7
Combed,12149.403785907567,30.623662701225694,15.409432575897727,159.50779307002549,110.28516269685007,29.963662472012363,66.93685697833779,56.9
Combed,13342.438908169608,45.41824407491644,13.385777290739034,107.51377817358087,245.63775124072066,29.954913162061985,68.76804792855472,56.12
Organic,18191.023176741997,45.98831757937958,21.031054121107548,127.21451372299627,218.0461333738174,28.60973896940027,56.83164146653268,47.53
Carded,19173.135754622428,32.73637261837923,24.353085599670433,144.60057729579557,137.02658576772393,30.419009473783582,72.45891671752817,33.08
Organic,16587.833667107174,43.84553129035705,23.03954347034915,124.96680088591859,197.8849927286281,27.212094418196024,74.75336015993294,50.61
Organic,19440.593396866134,30.788536227370116,21.17247724270395,192.52483174156657,136.1150690254667,30.679452305526294,73.30976595176084,38.4
Carded,19710.582451653678,48.88532978226868,18.16478481654703,186.20426509893133,268.90987970701406,28.191004732432557,71.57830948301356,41.42
Combed,10370.076347154925,41.92539756964106,14.990114884740139,112.05668857772788,115.39064032584183,31.9628877587814,61.797499275361325,50.93
Combed,13152.903378306102,40.78982584750675,22.279401142906526,131.875250293207,225.17827528740182,33.85977748236187,67.3172637636461,56.21
Organic,12329.594747536337,30.48801563113076,23.311285360712088,102.12694108503871,274.9403345368399,30.28937134027212,73.78135397025792,40.63
Organic,14019.309136092423,39.59751240607818,20.157571021838812,187.36771141863386,296.816693839859,32.68273413864518,63.35533564334668,48.36
Organic,14213.570022770702,44.75164603177783,15.10410289498793,111.04741131313946,170.9244315281553,27.87238991654082,60.926162409119804,53.74
Organic,16796.472826930698,34.365077757301286,24.34949539135293,178.6345014415552,117.8822004624519,29.175807757849284,72.58236615124329,41.03
Combed,19447.320222914102,39.348030224997395,19.9743480597392,116.70339460920752,298.2337252273953,27.316717013834435,73.85463548270252,57.38
Combed,15126.885110165087,34.61339623435517,14.294864416071608,122.04862090701754,137.2876524288509,32.79584473566753,62.002505183334605,60.72
Organic,10578.426765633963,49.38205260281623,23.489216504524535,192.7752283195213,298.9815645292871,26.738952492194873,62.924840378053176,42.34
Combed,11538.95906339855,46.31666249981235,14.917727433876589,122.3817614822623,207.3948845786827,30.929399348417032,66.60172415675622,60.81
Combed,10914.868373977548,47.549217252607605,15.452800553653178,112.95149212828042,277.74961597379547,34.556514982297536,72.24255234530901,43.29
Combed,15508.573706091393,31.739735198228203,17.309891769919084,137.2688517012314,151.95075675206525,32.23420113688585,64.91751470157541,65.25
Combed,10810.46215907648,34.403664038996226,20.882363927574747,107.61308594903002,270.24138280975376,29.951465270139742,64.61173154653297,60.05
Combed,13478.092079021932,43.56032305118127,19.35451553194528,126.70282701694214,275.7259972710316,32.97426021606928,68.16903669316851,57.97
Carded,18505.817290942417,47.34588401919605,21.208718697295453,183.70133283636721,239.49429233385672,31.801407717603006,67.37222756430369,37.69
Combed,18808.707591989285,47.436870554904644,12.380214679449269,182.58167505647629,125.77397349468905,28.35118854259142,69.87016512583216,54.57
Organic,11607.598960483083,46.35934048238124,22.817744313450646,150.74677337608364,101.27717434336671,27.87038133174913,67.33853836751484,47.24
Organic,12598.035810641599,42.68011406199223,19.01980993630612,177.98453951511436,121.39612776539168,32.61027902502028,65.8253315735222,49.0
Combed,19629.920038589946,36.83744332077372,20.224084610741325,193.20281055100173,120.50194559813585,34.37228487236451,68.75771444601627,46.39
Carded,17081.720886452815,31.347012029375435,19.56821598229155,134.58830569529567,224.1831035534954,25.45742033812513,72.43073612304752,41.58
Organic,19734.88969177397,49.377557105713834,21.74547381265802,113.0086240130632,251.6526391858045,25.245869164588015,55.442471030579945,35.35
Organic,17704.07417807793,43.665907532130106,17.796735182897727,127.36266662816658,299.4249000315422,29.26181302235973,64.02774048659352,50.17
Combed,11636.238211916692,45.89619097499859,21.017868935159353,122.07696127887604,116.47620912316853,31.80499302074713,68.09022428562271,52.0
Combed,19436.15920167599,38.394546338522446,20.30083731963311,139.75943979627942,154.843040469734,34.839776479598285,63.18668012630086,47.88
Organic,18940.992036791344,34.599092117821726,14.770361152326082,103.11340828845114,230.333365075177,28.685263437237612,72.28716499679274,47.84
Combed,11855.255157031212,47.37246335911222,22.09575908629264,177.0921844644052,268.95664562337754,32.61023990942999,67.52440643262831,50.36
Organic,11312.448776823876,30.65052358982504,23.97102202160393,161.6650314520738,259.30745819523526,29.815223515125503,57.34616377924789,38.82
Organic,14303.058948994627,34.01049453400673,18.39072910763868,106.42089370751341,216.39428038287974,27.689934044350977,70.95118201274376,57.43
Combed,13103.619589235737,39.10440298163603,12.151067018805309,107.24468877945588,178.49871128133697,29.799388347171234,67.00041096238607,64.51
Organic,18601.223971892046,45.597019777867,12.515044729528643,148.0506947257829,120.98603568363498,27.420450158625275,74.73325186534294,38.33
Combed,11424.955429015132,39.97776306902712,20.03602454613555,170.24649705441038,211.92973669738282,25.097708474191837,61.52922616487984,59.47
Carded,13506.269312091808,30.664062175827333,13.02152046301527,139.6923276201596,126.54315080861207,30.67540848261558,68.78929938274531,39.39
Organic,18005.86699109083,34.0030048848962,14.177273569367907,110.45678403344003,227.28604990872734,32.06475726486901,55.63172289651284,43.04
Combed,18709.69123746086,44.281738642648556,22.422465079907294,133.94501925428062,262.9650227493024,25.80114846384675,72.89633312121055,51.99
Carded,15475.923761537362,46.345955399249874,17.8801376987379,164.3577695196525,205.28053218722266,32.31589521755332,56.632599640611794,43.08
Carded,17896.98507142479,43.17415551001752,18.476544313890805,155.53635509376312,243.84035565445276,27.284547413312985,74.92667832113483,44.42
Combed,19747.931621467833,43.006513726938735,14.594051862078887,168.02282424312915,114.43968179583517,25.30652502205806,60.15365777022427,53.55
Combed,17271.690697663078,44.85413042399962,17.53141334782498,134.5934992546963,174.20775259692056,34.87649563736058,55.80218382824965,49.84
Combed,18670.314961224485,41.57350817144787,17.702000449464677,172.52576604151363,197.33378828494057,33.73423238081661,73.01403728022517,50.24
Carded,15923.503285933622,48.24726691233382,14.738608457073665,162.29665835634827,226.3120440185041,32.33113022415281,57.6313537025452,38.1
Organic,17158.249646820885,48.18065041331282,14.335880415313145,123.75433249238776,294.2790188083279,26.809769527094897,72.08770186739159,41.13
Organic,18707.499012725115,38.90610510005331,18.69262560108597,135.92333693997656,218.59017028698548,26.63523872585023,62.821630733035214,55.7
Organic,19694.123223352875,35.16266865402255,20.5375766390368,132.5190064224695,254.69462513732012,26.308736607183498,74.39642090157089,38.4
Carded,10734.967473300127,33.395158101750816,18.75706133122823,133.70031764312864,265.77667317652185,29.308875236618057,59.9742854517526,41.79
Carded,16171.4498660403,44.135544337708914,14.171544802712347,116.76192162883177,107.3342853867086,32.3640201506564,68.2760905524361,42.44
Carded,18056.701529500533,41.70708728793504,23.28752664667236,120.58412100367683,122.38392387954558,27.697496115169898,56.1417371217863,39.94
Combed,15311.69528001032,48.73211384589923,12.511466028690625,112.21099140100267,190.43980565668704,34.338750175279046,61.32312209953501,51.15
Organic,11483.432009620888,49.73260245917694,24.546543053668593,100.49399809344096,290.3623570846478,31.391199378155004,72.35836589040045,33.08
Organic,14547.39855633859,40.311920571585006,18.355005543339963,166.68642575461044,127.93025095126258,25.29973589872678,61.15859883182382,54.56
Combed,16734.324333249173,49.398240922145405,13.220709305262439,167.26021182251264,188.75004386091422,33.68142254377506,58.54299578894772,50.29
Carded,16926.259522261644,46.76230579296221,24.279984853162304,168.32480282896458,199.43495280168545,31.17847240201214,72.37809968957436,37.04
Combed,19309.486955069777,43.790535020631225,20.794674015104206,121.56751523977172,231.77709404653143,28.938644056541584,68.02465954082984,60.38
Combed,11065.930303079907,43.15690609206072,24.992378435018665,104.8212038860556,295.4348368442635,29.069079607228705,72.41506900674518,50.0
Carded,17384.492092513265,47.57031122602696,17.25382418146343,132.70331615632387,233.51867711271694,33.07845941941258,70.24570269553232,42.39
Organic,17978.136488586344,38.711666296258656,22.631844810275282,112.02090553706084,208.89781959216992,25.057586604981214,61.491716598005404,46.15
Combed,16954.672066898624,37.771162025406916,17.8330170940929,123.75441308743274,174.650358325868,27.272696272631514,56.46391847536887,61.94
Carded,16034.48593381378,43.36425597110033,20.053374498124988,146.34940438005725,175.95715603584597,33.633336495718254,65.38163570272437,45.1
Organic,13412.478276261563,37.603912375717144,17.184696151659708,158.01723692273322,206.7205093453757,31.079050927934446,70.29766523084257,53.88
Organic,18129.857387160933,44.36246152452989,24.421808047414153,101.82325826763616,139.15559713670922,25.075628749781423,67.94949428309206,42.1
Combed,19270.345447963067,31.205347805791217,24.147668348471687,135.16226872396345,120.2841656898433,29.858717591863257,60.13553135441016,48.87
Combed,12848.729019619228,36.14579929852573,22.439336671824627,153.91612766752544,162.26153983120074,31.103337833109183,69.32301348446387,55.68
Combed,11218.860933369475,33.622986990693605,20.854532101544777,118.14383476956269,205.03267673341202,32.090462617224325,57.13753846189488,47.93
Carded,15673.122196289036,35.13125567402727,24.518049378088538,148.35456467199248,261.1985099550316,30.50226542156262,55.86825065709638,38.97
Carded,16016.118201463312,46.3837771885358,23.494684023529302,122.80797719489325,142.40896798164533,31.10980988850992,63.220569396134096,42.94
Carded,18398.613028667205,48.00046246796022,16.594477930935334,123.6870558974482,256.1051030487724,27.74806035548136,71.45228637027357,47.68
Combed,10955.353138346682,42.47718649353146,17.87297982358398,158.6608463175474,133.6028415489727,32.368737449441824,72.25594155086458,51.0
Carded,12167.398000907757,31.914291110403234,12.307301618602374,164.1971500443266,221.41880721775615,30.466974127140702,59.63894192231951,41.09
Carded,14967.668588591694,49.755710404297744,13.77371678323753,169.51445540475936,180.86375362085843,29.28199614925615,69.35195531316353,44.61
Carded,16924.361513243697,49.825119874043764,13.669125762903628,110.41096493841664,244.86776342574822,30.78386917006409,60.48321333119612,37.42
Carded,13549.963058319372,31.38847685492187,18.747777281807515,106.76125635922149,260.0713015644723,27.33712081910433,65.80023829209021,50.5
Organic,18800.790875614584,43.01754738094388,18.928451225167358,132.43337531153756,166.6003826116396,31.694869551981903,74.88278722442335,44.2
Combed,17306.50510239246,39.30411224567436,12.781850453810208,156.229681587791,291.525056901076,26.753029423576596,68.80009781641331,62.56
Combed,12009.336886590565,40.71655368946163,13.256793845407355,145.0370936258185,251.23266577904923,28.47571524238982,68.29823448974436,60.75
Organic,11524.160133304174,49.84967004316751,24.05101258301584,153.99571302805595,268.4066588752843,30.20957977272042,67.4717137600552,38.23
Organic,10891.244321160166,45.10540840993616,13.660275287258052,182.60676302525283,256.4056175340772,32.087446977429764,55.723207610495244,33.46
Carded,13601.364074715191,31.752854935276773,24.180451699403818,155.38022407123762,161.1048621316047,28.969815170742834,63.94405081009671,44.15
Organic,16005.943333606174,40.313588553929954,23.952095651787424,149.69634829058302,298.43160296466255,33.514249577450954,59.170210287146716,39.2
Combed,18779.743204450693,47.361133802149006,22.477030201529075,179.00304363070614,160.93582781960816,25.809192830512522,63.05960357530323,57.83
Combed,11735.245149865086,43.89902177804923,16.499296444991213,197.5610200859915,228.1944154690664,33.22480563634361,57.65049345483697,56.91
Combed,17648.098009029956,33.49677254520825,18.533358994024752,139.8663027772313,129.2747984324498,28.675344222915314,56.36344618770987,58.42
Organic,10258.11906949487,32.70332578309645,24.52049645065926,154.9529535895017,293.164432230644,29.32497878330132,61.23632266170519,32.95
Combed,11056.64684261744,42.816526293804124,14.808496372624795,161.95879548978297,230.04021847963068,26.52024853128648,56.22699254221337,55.98
Organic,17807.615860684396,39.19600847538641,12.756129341571185,199.48663171697672,111.55611219927333,31.95035228858553,74.67357850526827,36.5
Organic,11213.84939422429,36.06550295135191,13.313595543138407,169.21613416941318,112.45835962601254,30.094221281497898,74.93393707705954,37.5
Combed,18139.702695060187,42.304388764620214,15.981297070225953,162.38958362916384,205.4082927823303,29.260833838903714,57.61420753480399,61.19
Carded,11946.22511820765,37.355187017545795,17.38368678287605,182.75378955668742,246.7228761122804,32.6930489364134,55.22062528857295,39.26
Carded,14161.539981797614,39.62688303270647,12.249499598699737,125.98132087450342,252.057964624427,26.37109705728999,65.70620262905183,47.82
Carded,15479.59488973693,39.08754669119922,22.976642075615008,109.80825807842446,197.64822740435562,26.50048664693984,61.4935185378012,51.63
Combed,17373.570773877997,39.52036258737533,16.886547706895,139.44762785700354,191.88935368119732,32.85016543837057,72.84169377880468,59.58
Combed,14376.031240553919,35.09341244092102,22.931330532536993,103.8426348962325,280.3523984270847,29.61477464624734,67.74402953616561,58.7
Carded,16593.53922205783,47.90235481413073,20.276705868173693,161.39335847600617,113.33040811213799,30.184080219452042,58.003380016340834,41.01
Organic,16802.277792083532,30.833458012047686,13.102296208595442,171.63233880626822,114.41686719973467,25.712567277652585,55.24216950469775,42.72
Carded,19565.013982994802,44.75016718918014,16.592268310526833,129.65355812876552,169.9406459491699,32.74653531181182,68.22741222140829,37.32
Combed,10983.956497133973,43.206054394026765,21.936844608882566,126.5046428325004,104.18899220618256,25.821716674764275,74.3572006969006,48.14
